,name,movie_title,release_date,budget,revenue,return
3792,Rob Reiner,The Bucket List,2007-12-25,45000000.0,175372502.0,3.9
3793,Marc Forster,The Kite Runner,2007-10-14,20000000.0,73276047.0,3.66
3794,Wolfgang Reitherman,Robin Hood,1973-11-08,15000000.0,32056467.0,2.14
3795,Ridley Scott,Robin Hood,2010-05-12,200000000.0,310669540.0,1.55
3796,Tim Burton,Sweeney Todd: The Demon Barber of Fleet Street,2007-12-20,50000000.0,152000000.0,3.04
3797,Jon Turteltaub,National Treasure: Book of Secrets,2007-12-13,130000000.0,457363168.0,3.52
3798,Paul Thomas Anderson,There Will Be Blood,2007-12-28,25000000.0,77208711.0,3.09
3799,Mike Nichols,Charlie Wilson's War,2007-12-19,75000000.0,119000410.0,1.59
3800,Colin Strause,Aliens vs Predator: Requiem,2007-12-25,40000000.0,41797066.0,1.04
3801,Greg Strause,Aliens vs Predator: Requiem,2007-12-25,40000000.0,41797066.0,1.04
3802,Jake Kasdan,Walk Hard: The Dewey Cox Story,2007-12-21,35000000.0,18317151.0,0.52
3803,Denzel Washington,The Great Debaters,2007-12-27,15000000.0,30226144.0,2.02
3804,Jay Russell,The Water Horse,2007-12-25,40000000.0,103071443.0,2.58
3805,Roland Joffé,The Mission,1986-09-29,24500000.0,17218023.0,0.7
3806,Richard LaGravenese,P.S. I Love You,2007-11-15,30000000.0,156835339.0,5.23
3807,Anne Fletcher,27 Dresses,2008-01-10,30000000.0,160259319.0,5.34
3808,Oliver Stone,Savages,2012-07-06,45000000.0,82966152.0,1.84
3809,Viktor Shamirov,Savages,2006-11-23,800000.0,1328612.0,1.66
3810,Aamir Khan,Taare Zameen Par,2007-12-21,2600000.0,28430000.0,10.93
3811,Shim Hyung-Rae,Dragon Wars: D-War,2007-02-08,70000000.0,53587404.0,0.77
3812,Jaume Balagueró,[REC],2007-04-10,1500000.0,30448000.0,20.3
3813,Paco Plaza,[REC],2007-04-10,1500000.0,30448000.0,20.3
3814,Michael Radford,Flawless,2007-09-01,20000000.0,6819587.0,0.34
3815,Matt Reeves,Cloverfield,2008-01-15,25000000.0,170764026.0,6.83
3816,Gregory Hoblit,Untraceable,2008-01-22,35000000.0,32483410.0,0.93
3817,Sylvester Stallone,Rambo,2008-01-24,50000000.0,113244290.0,2.26
3818,Jason Friedberg,Meet the Spartans,2008-01-24,30000000.0,84646831.0,2.82
3819,Aaron Seltzer,Meet the Spartans,2008-01-24,30000000.0,84646831.0,2.82
3820,David Moreau,The Eye,2008-02-01,12000000.0,56309766.0,4.69
3821,Xavier Palud,The Eye,2008-02-01,12000000.0,56309766.0,4.69
3822,David Bruckner,The Signal,2007-02-22,50000.0,249905.0,5.0
3823,Dan Bush,The Signal,2007-02-22,50000.0,249905.0,5.0
3824,Jacob Gentry,The Signal,2007-02-22,50000.0,249905.0,5.0
3825,William Eubank,The Signal,2014-03-15,4000000.0,600896.0,0.15
3826,Guillermo del Toro,Hellboy II: The Golden Army,2008-07-11,85000000.0,160388063.0,1.89
3827,Martin McDonagh,In Bruges,2008-02-08,15000000.0,34533783.0,2.3
3828,Abderrahmane Sissako,Bamako,2006-06-21,2000000.0,111000.0,0.06
3829,Kevin Reynolds,The Count of Monte Cristo,2002-01-23,35000000.0,75395048.0,2.15
3830,Craig R. Baxley,Dark Angel,1990-01-26,7000000.0,9229401.0,1.32
3831,Malcolm D. Lee,Welcome Home Roscoe Jenkins,2008-02-08,35000000.0,43650785.0,1.25
3832,Andy Tennant,Fool's Gold,2008-02-07,70000000.0,111231041.0,1.59
3833,Mark Pellington,U2 3D,2007-05-19,15000000.0,22730842.0,1.52
3834,Catherine Owens,U2 3D,2007-05-19,15000000.0,22730842.0,1.52
3835,Doug Liman,Jumper,2008-02-10,85000000.0,222231186.0,2.61
3836,Pete Travis,Vantage Point,2008-02-01,40000000.0,151161491.0,3.78
3837,Mark Waters,The Spiderwick Chronicles,2008-02-14,90000000.0,162839667.0,1.81
3838,Jon M. Chu,Step Up 2: The Streets,2008-02-14,23000000.0,150816700.0,6.56
3839,Ashutosh Gowariker,Jodhaa Akbar,2008-02-15,8376800.0,13000000.0,1.55
3840,David Schwimmer,"Run, Fatboy, Run",2007-09-06,10000000.0,33000000.0,3.3
3841,Alex Gibney,Taxi to the Dark Side,2007-04-30,1000000.0,274661.0,0.27
3842,Roland Emmerich,"10,000 BC",2008-02-22,105000000.0,266000000.0,2.53
3843,Roger Donaldson,The Bank Job,2008-02-28,20000000.0,64822796.0,3.24
3844,Neil Marshall,Doomsday,2008-03-14,30000000.0,22211426.0,0.74
3845,Jimmy Hayward,Horton Hears a Who!,2008-03-03,85000000.0,297138014.0,3.5
3846,Steve Martino,Horton Hears a Who!,2008-03-03,85000000.0,297138014.0,3.5
3847,Michael Haneke,Funny Games,2007-10-20,15000000.0,7938872.0,0.53
3848,Sergei Bodrov,Mongol: The Rise of Genghis Khan,2007-09-20,18000000.0,26527510.0,1.47
3849,Marco Schnabel,The Love Guru,2008-06-20,62000000.0,41819064.0,0.67
3850,George A. Romero,Diary of the Dead,2007-09-08,2000000.0,5364858.0,2.68
3851,David Mackenzie,Hallam Foe,2007-02-16,8000000.0,60641.0,0.01
3852,Dave Bullock,Justice League: The New Frontier,2008-02-26,3500000.0,5231128.0,1.49
3853,Barry Levinson,What Just Happened,2008-10-17,25000000.0,6673422.0,0.27
3854,Brian Yuzna,Return of the Living Dead 3,1993-10-01,2000000.0,54207.0,0.03
3855,Christopher Nolan,The Dark Knight,2008-07-16,185000000.0,1004558444.0,5.43
3856,Aaron Katz,Quiet City,2007-03-12,2500.0,15425.0,6.17
3857,Jeff Wadlow,Never Back Down,2008-03-04,20000000.0,41627431.0,2.08
3858,Agustín Díaz Yanes,Alatriste,2006-09-01,24000000.0,23321954.0,0.97
3859,Greydon Clark,Joysticks,1983-03-04,300000.0,3952448.0,13.17
3860,Robert Luketic,21,2008-03-27,35000000.0,69823199.0,1.99
3861,Noam Murro,Smart People,2008-04-11,7000000.0,10569964.0,1.51
3862,George Clooney,Leatherheads,2008-03-24,58000000.0,41299492.0,0.71
3863,Feng Xiaogang,Assembly,2007-10-09,16000000.0,34786960.0,2.17
3864,Roman Polanski,Pirates,1986-05-08,40000000.0,1641825.0,0.04
3865,Kimberly Peirce,Stop-Loss,2008-03-28,25000000.0,11207130.0,0.45
3866,Erick Zonca,Julia,2008-02-09,6000000.0,1300000.0,0.22
3867,Jennifer Flackett,Nim's Island,2008-04-03,37000000.0,100076342.0,2.7
3868,Mark Levin,Nim's Island,2008-04-03,37000000.0,100076342.0,2.7
3869,Nicholas Stoller,Forgetting Sarah Marshall,2008-04-17,30000000.0,105173115.0,3.51
3870,Craig Mazin,Superhero Movie,2008-03-27,35000000.0,25871834.0,0.74
3871,David Ayer,Street Kings,2008-04-10,20000000.0,65569869.0,3.28
3872,Jon Hurwitz,Harold & Kumar Escape from Guantanamo Bay,2008-04-25,12000000.0,43493123.0,3.62
3873,Hayden Schlossberg,Harold & Kumar Escape from Guantanamo Bay,2008-04-25,12000000.0,43493123.0,3.62
3874,Lilly Wachowski,Speed Racer,2008-05-09,120000000.0,93945766.0,0.78
3875,Lana Wachowski,Speed Racer,2008-05-09,120000000.0,93945766.0,0.78
3876,Rob Minkoff,The Forbidden Kingdom,2008-04-18,55000000.0,127906624.0,2.33
3877,David Leland,Virgin Territory,2007-12-17,38000000.0,5410749.0,0.14
3878,Garth Jennings,Son of Rambow,2007-01-22,4000000.0,6870249.0,1.72
3879,Marcel Langenegger,Deception,2008-04-24,25000000.0,17741298.0,0.71
3880,Michael McCullers,Baby Mama,2008-04-23,30000000.0,63833449.0,2.13
3881,Tom Mankiewicz,Delirious,1991-08-09,18000000.0,5546827.0,0.31
3882,Nathan Frankowski,Expelled: No Intelligence Allowed,2008-04-18,3500000.0,7700000.0,2.2
3883,Paul Lynch,Prom Night,1980-07-18,1000000.0,14796236.0,14.8
3884,Jon Favreau,Iron Man,2008-04-30,140000000.0,585174222.0,4.18
3885,Paul Weiland,Made of Honor,2008-05-02,40000000.0,84601681.0,2.12
3886,Melissa Martin,"The Bread, My Sweet",2001-04-21,600000.0,1023156.0,1.71
3887,Pierre Morel,Taken,2008-02-18,25000000.0,226830568.0,9.07
3888,Robert C. Cooper,Stargate: The Ark of Truth,2008-03-11,7000000.0,8900000.0,1.27
3889,Bernie Goldmann,Meet Bill,2007-09-07,5000000.0,346592.0,0.07
3890,Melisa Wallack,Meet Bill,2007-09-07,5000000.0,346592.0,0.07
3891,Tom Vaughan,What Happens in Vegas,2008-05-07,35000000.0,170000000.0,4.86
3892,Andrew Adamson,The Chronicles of Narnia: Prince Caspian,2008-05-15,225000000.0,419651413.0,1.87
3893,Måns Mårlind,Shelter,2010-03-27,22000000.0,851517.0,0.04
3894,Björn Stein,Shelter,2010-03-27,22000000.0,851517.0,0.04
3895,Joshua Seftel,"War, Inc.",2008-04-28,5000000.0,1296184.0,0.26
3896,Luke Greenfield,The Girl Next Door,2004-04-09,25000000.0,30411183.0,1.22
3897,Steven Spielberg,Indiana Jones and the Kingdom of the Crystal Skull,2008-05-21,185000000.0,786636033.0,4.25
3898,Phillip Noyce,The Quiet American,2002-11-22,30000000.0,27674124.0,0.92
3899,Michael Patrick King,Sex and the City,2008-05-12,65000000.0,415252786.0,6.39
3900,Bryan Bertino,The Strangers,2008-05-29,9000000.0,82391145.0,9.15
3901,Mark Osborne,Kung Fu Panda,2008-06-04,130000000.0,631744560.0,4.86
3902,John Stevenson,Kung Fu Panda,2008-06-04,130000000.0,631744560.0,4.86
3903,Robert Wise,The Andromeda Strain,1971-03-12,6500000.0,12376563.0,1.9
3904,Dennis Dugan,You Don't Mess with the Zohan,2008-06-05,90000000.0,201596308.0,2.24
3905,Daniele Luchetti,My Brother Is an Only Child,2007-04-20,5000000.0,6463286.0,1.29
3906,Prachya Pinkaew,The Protector,2005-08-11,6000000.0,27165581.0,4.53
3907,Stephen Herek,The Three Musketeers,1993-11-11,30000000.0,53898845.0,1.8
3908,Paul W.S. Anderson,The Three Musketeers,2011-08-31,75000000.0,132274484.0,1.76
3909,Geoffrey Sax,Doctor Who,1996-03-31,5000000.0,42000000.0,8.4
3910,M. Night Shyamalan,The Happening,2008-06-11,60000000.0,163403799.0,2.72
3911,Louis Leterrier,The Incredible Hulk,2008-06-12,150000000.0,163712074.0,1.09
3912,Roger Spottiswoode,The Children of Huang Shi,2008-07-03,40000000.0,7400000.0,0.18
3913,Andrew Stanton,WALL·E,2008-06-22,180000000.0,521311860.0,2.9
3914,Timur Bekmambetov,Wanted,2008-06-19,75000000.0,258270008.0,3.44
3915,Prabhu Deva,Wanted,2009-09-18,75.0,134.0,1.79
3916,Peter Berg,Hancock,2008-07-01,150000000.0,624029371.0,4.16
3917,Q. Allan Brocka,Boy Culture,2007-01-31,500000.0,220151.0,0.44
3918,Peter Segal,Get Smart,2008-06-19,80000000.0,230685453.0,2.88
3919,Tod Browning,West of Zanzibar,1928-11-24,259000.0,921000.0,3.56
3920,Tod Browning,The Unholy Three,1925-09-16,103000.0,704000.0,6.83
3921,Tod Browning,The Unholy Three,1925-09-16,103000.0,704000.0,6.83
3922,Jonathan Levine,The Wackness,2008-07-03,6000000.0,2899975.0,0.48
3923,Phyllida Lloyd,Mamma Mia!,2008-07-03,52000000.0,609841637.0,11.73
3924,Dany Boon,Welcome to the Sticks,2008-01-09,11000000.0,53191886.0,4.84
3925,Nicolas Guy,Welcome to the Sticks,2008-01-09,11000000.0,53191886.0,4.84
3926,Andrzej Wajda,Katyn,2007-09-21,5200000.0,14723313.0,2.83
3927,Eric Brevig,Journey to the Center of the Earth,2008-07-10,45000000.0,101702060.0,2.26
3928,Brian Robbins,Meet Dave,2008-07-08,60000000.0,50650079.0,0.84
3929,Gillian Armstrong,Death Defying Acts,2007-09-13,20000000.0,8380329.0,0.42
3930,Shusuke Kaneko,Death Note,2006-06-17,20000000.0,27793200.0,1.39
3931,Brad Anderson,Transsiberian,2008-01-18,15000000.0,5926410.0,0.4
3932,Kirk De Micco,Space Chimps,2008-07-17,37000000.0,63800345.0,1.72
3933,Zack Snyder,Watchmen,2009-03-05,130000000.0,185258983.0,1.43
3934,Adam McKay,Step Brothers,2008-07-25,65000000.0,128107642.0,1.97
3935,Julian Jarrold,Brideshead Revisited,2008-07-25,20000000.0,13204291.0,0.66
3936,Chris Carter,The X Files: I Want to Believe,2008-07-24,30000000.0,68369434.0,2.28
3937,Bruce McDonald,The Tracey Fragments,2007-02-08,700000.0,31576.0,0.05
3938,Rob Cohen,The Mummy: Tomb of the Dragon Emperor,2008-07-01,145000000.0,401128639.0,2.77
3939,Joshua Michael Stern,Swing Vote,2008-08-01,21000000.0,17600000.0,0.84
3940,Ryûhei Kitamura,The Midnight Meat Train,2008-08-07,15000000.0,3533227.0,0.24
3941,Randall Miller,Bottle Shock,2008-08-06,5000000.0,4040588.0,0.81
3942,Woody Allen,Vicky Cristina Barcelona,2008-08-15,15000000.0,96408652.0,6.43
3943,David Gordon Green,Pineapple Express,2008-08-06,27000000.0,101624843.0,3.76
3944,John Woo,Red Cliff,2008-07-10,80341000.0,127814609.0,1.59
3945,Sanaa Hamri,The Sisterhood of the Traveling Pants 2,2008-08-06,27000000.0,44352417.0,1.64
3946,Isabel Coixet,Elegy,2008-08-08,13000000.0,14894347.0,1.15
3947,Ben Stiller,Tropic Thunder,2008-08-09,92000000.0,188072649.0,2.04
3948,Dave Filoni,Star Wars: The Clone Wars,2008-08-05,8500000.0,68282844.0,8.03
3949,Simon Hunter,Mutant Chronicles,2008-08-07,8000000.0,2033165.0,0.25
3950,Ari Folman,Waltz with Bashir,2008-06-25,2000000.0,11125849.0,5.56
3951,Tomas Alfredson,Let the Right One In,2008-01-26,4000000.0,10785801.0,2.7
3952,Paul W.S. Anderson,Death Race,2008-08-22,45000000.0,73762516.0,1.64
3953,Fred Wolf,The House Bunny,2008-08-22,25000000.0,70442940.0,2.82
3954,Peter Cattaneo,The Rocker,2008-08-20,15000000.0,8762890.0,0.58
3955,Alexandre Aja,Mirrors,2008-08-15,35000000.0,72436439.0,2.07
3956,Jay Roach,Trumbo,2015-10-27,15000000.0,8235661.0,0.55
3957,Takashi Miike,Sukiyaki Western Django,2007-09-15,3800000.0,2725258.0,0.72
3958,Joel Coen,Burn After Reading,2008-09-05,37000000.0,163720069.0,4.42
3959,Ethan Coen,Burn After Reading,2008-09-05,37000000.0,163720069.0,4.42
3960,Jason Friedberg,Disaster Movie,2008-08-29,25000000.0,14109284.0,0.56
3961,Aaron Seltzer,Disaster Movie,2008-08-29,25000000.0,14109284.0,0.56
3962,Mathieu Kassovitz,Babylon A.D.,2008-08-20,70000000.0,72108608.0,1.03
3963,Jeffrey Nachmanoff,Traitor,2008-08-23,22000000.0,23530831.0,1.07
3964,Deb Hagan,College,2008-08-28,7000000.0,6230276.0,0.89
3965,George Cukor,The Women,1939-01-01,1688000.0,2270000.0,1.34
3966,Diane English,The Women,2008-09-12,16000000.0,50007546.0,3.13
3967,James Watkins,The Woman in Black,2012-02-01,17000000.0,127730736.0,7.51
3968,Dario Argento,The Mother of Tears,2007-09-06,3500000.0,54947.0,0.02
3969,Frank Miller,The Spirit,2008-12-25,60000000.0,39031337.0,0.65
3970,Danny Pang,Bangkok Dangerous,2008-08-21,45000000.0,42487390.0,0.94
3971,Oxide Pang Chun,Bangkok Dangerous,2008-08-21,45000000.0,42487390.0,0.94
3972,Jody Hill,The Foot Fist Way,2006-06-24,79000.0,245000.0,3.1
3973,Jon Avnet,Righteous Kill,2008-09-11,60000000.0,73174566.0,1.22
3974,Neil LaBute,Lakeview Terrace,2008-09-19,20000000.0,27640028.0,1.38
3975,Betty Thomas,Private Parts,1997-03-07,28000000.0,41230799.0,1.47
3976,Ed Harris,Appaloosa,2008-09-12,20000000.0,20211394.0,1.01
3977,Spike Lee,Miracle at St. Anna,2008-09-15,45000000.0,9323833.0,0.21
3978,D.J. Caruso,Eagle Eye,2008-09-25,80000000.0,178066569.0,2.23
3979,Robert B. Weide,How to Lose Friends & Alienate People,2008-10-02,27000000.0,17286299.0,0.64
3980,Peter Sollett,Nick and Norah's Infinite Playlist,2008-10-03,9000000.0,32973937.0,3.66
3981,Abel Ferrara,The Funeral,1996-01-26,12500000.0,1227324.0,0.1
3982,Alfred Hitchcock,The Wrong Man,1956-12-22,1200000.0,2000000.0,1.67
3983,Ridley Scott,Body of Lies,2008-10-10,70000000.0,113280098.0,1.62
3984,Gil Kenan,City of Ember,2008-10-07,55000000.0,17869048.0,0.32
3985,Richard Fleischer,"20,000 Leagues Under the Sea",1954-12-23,5000000.0,28200000.0,5.64
3986,Stuart Paton,"20,000 Leagues Under the Sea",1916-12-24,200000.0,8000000.0,40.0
3987,John Moore,Max Payne,2008-10-15,35000000.0,85416905.0,2.44
3988,Kevin Smith,Zack and Miri Make a Porno,2008-09-18,24000000.0,42105111.0,1.75
3989,Oliver Stone,W.,2008-10-17,25100000.0,29506464.0,1.18
3990,Howard Deutch,My Best Friend's Girl,2008-09-19,20000000.0,36620508.0,1.83
3991,Gina Prince-Bythewood,The Secret Life of Bees,2008-09-17,11000000.0,38105395.0,3.46
3992,David Zucker,An American Carol,2008-10-03,20000000.0,7000000.0,0.35
3993,Dennis Gansel,The Wave,2008-03-11,7500000.0,19000000.0,2.53
3994,Roar Uthaug,The Wave,2015-08-28,5904067.0,12975143.0,2.2
3995,John Erick Dowdle,Quarantine,2008-10-10,12000000.0,40855419.0,3.4
3996,Gavin O'Connor,Pride and Glory,2008-09-09,30000000.0,31148328.0,1.04
3997,Gary Fleder,The Express,2008-10-10,40000000.0,9793496.0,0.24
3998,Guy Ritchie,RockNRolla,2008-09-04,18000000.0,25739015.0,1.43
3999,Eric Darnell,Madagascar: Escape 2 Africa,2008-10-30,150000000.0,603900354.0,4.03
4000,Tom McGrath,Madagascar: Escape 2 Africa,2008-10-30,150000000.0,603900354.0,4.03
4001,Andrey Kravchuk,Admiral,2008-06-06,2000000.0,38135878.0,19.07
4002,Fernando Meirelles,Blindness,2008-05-14,25000000.0,19844979.0,0.79
4003,Clint Eastwood,Changeling,2008-01-30,55000000.0,113020255.0,2.05
4004,John Hillcoat,The Road,2009-11-25,32000000.0,27635305.0,0.86
4005,Danny Boyle,Slumdog Millionaire,2008-05-12,15000000.0,377910544.0,25.19
4006,Marc Forster,Quantum of Solace,2008-10-30,200000000.0,586090727.0,2.93
4007,David Wain,Role Models,2008-02-03,28000000.0,92380927.0,3.3
4008,Mabrouk El Mechri,JCVD,2008-06-04,6000000.0,276891.0,0.05
4009,Clyde Geronimi,Cinderella,1950-03-04,2900000.0,263591415.0,90.89
4010,Wilfred Jackson,Cinderella,1950-03-04,2900000.0,263591415.0,90.89
4011,Hamilton Luske,Cinderella,1950-03-04,2900000.0,263591415.0,90.89
4012,Kenneth Branagh,Cinderella,2015-03-12,95000000.0,543514353.0,5.72
4013,David Hackl,Saw V,2008-10-23,10800000.0,113857533.0,10.54
4014,Sean Anders,Sex Drive,2008-10-16,19000000.0,18755936.0,0.99
4015,Susan Montford,While She Was Out,2008-10-27,6000000.0,391410.0,0.07
4016,Michael Bay,The Island,2005-07-20,126000000.0,162949164.0,1.29
4017,Raja Gosnell,Beverly Hills Chihuahua,2008-10-03,20000000.0,149281606.0,7.46
4018,Baz Luhrmann,Australia,2008-11-18,130000000.0,49554002.0,0.38
4019,Chris Williams,Bolt,2008-11-21,150000000.0,309979994.0,2.07
4020,Byron Howard,Bolt,2008-11-21,150000000.0,309979994.0,2.07
4021,Gus Van Sant,Milk,2008-11-26,20000000.0,54586584.0,2.73
4022,Catherine Hardwicke,Twilight,2008-11-20,37000000.0,392616625.0,10.61
4023,Olivier Megaton,Transporter 3,2008-11-26,30000000.0,108979549.0,3.63
4024,Seth Gordon,Four Christmases,2008-11-26,80000000.0,163733697.0,2.05
4025,Mark Herman,The Boy in the Striped Pyjamas,2008-05-07,12500000.0,20416563.0,1.63
4026,Jennifer Chambers Lynch,Surveillance,2008-02-08,3500000.0,1115493.0,0.32
4027,Alex Kendrick,Fireproof,2008-09-26,500000.0,33456317.0,66.91
4028,Anthony Leondis,Igor,2008-09-19,25000000.0,30000000.0,1.2
4029,Lexi Alexander,Punisher: War Zone,2008-12-05,20500000.0,10089373.0,0.49
4030,Scott Derrickson,The Day the Earth Stood Still,2008-12-10,80000000.0,233093859.0,2.91
4031,John Patrick Shanley,Doubt,2008-11-27,20000000.0,50907234.0,2.55
4032,Clint Eastwood,Gran Torino,2008-12-09,33000000.0,269958228.0,8.18
4033,Stephen Daldry,The Reader,2008-12-10,32000000.0,113019290.0,3.53
4034,Gabriele Muccino,Seven Pounds,2008-12-18,55000000.0,168167691.0,3.06
4035,Gaspar Noé,Love,2015-07-06,3000000.0,249083.0,0.08
4036,Darren Aronofsky,The Wrestler,2008-09-07,6000000.0,44703995.0,7.45
4037,David Fincher,The Curious Case of Benjamin Button,2008-11-24,150000000.0,333932083.0,2.23
4038,Peyton Reed,Yes Man,2008-12-09,70000000.0,225990978.0,3.23
4039,Bryan Singer,Valkyrie,2008-12-25,75000000.0,200276000.0,2.67
4040,Adam Shankman,Bedtime Stories,2008-12-24,80000000.0,212874442.0,2.66
4041,Clark Gregg,Choke,2008-09-26,3000000.0,3830137.0,1.28
4042,Sam Mendes,Revolutionary Road,2008-12-19,35000000.0,75225693.0,2.15
4043,S.R. Bindler,"Surfer, Dude",2008-09-05,6000000.0,69497.0,0.01
4044,Randall Miller,Nobel Son,2007-04-28,4000000.0,333912.0,0.08
4045,Nick Moore,Wild Child,2008-01-01,20000000.0,21972336.0,1.1
4046,Edward Zwick,Defiance,2008-12-31,32000000.0,51155219.0,1.6
4047,David Frankel,Marley & Me,2008-12-25,60000000.0,244082376.0,4.07
4048,Hayao Miyazaki,Ponyo,2008-07-19,41677699.0,187479518.0,4.5
4049,Wilson Yip,Ip Man,2008-12-12,11715578.0,21888598.0,1.87
4050,Rodrigo García,Passengers,2008-09-26,25000000.0,2000000.0,0.08
4051,Morten Tyldum,Passengers,2016-12-21,110000000.0,303144152.0,2.76
4052,Robert Stevenhagen,The Tale of Despereaux,2008-12-19,60000000.0,50877145.0,0.85
4053,Sam Fell,The Tale of Despereaux,2008-12-19,60000000.0,50877145.0,0.85
4054,Gary Winick,Bride Wars,2009-01-09,30000000.0,114663461.0,3.82
4055,Patrick Lussier,My Bloody Valentine,2009-01-16,15000000.0,100734718.0,6.72
4056,Stuart Townsend,Battle in Seattle,2007-09-07,8000000.0,908847.0,0.11
4057,Nacho Vigalondo,Timecrimes,2007-09-20,2600000.0,553198.0,0.21
4058,Michael Almereyda,Hamlet,2000-05-12,2000000.0,1568749.0,0.78
4059,Patrick Tatopoulos,Underworld: Rise of the Lycans,2009-01-22,35000000.0,91353501.0,2.61
4060,Iain Softley,Inkheart,2008-12-11,60000000.0,57490374.0,0.96
4061,John Glenn,The Lazarus Project,2008-10-21,9750000.0,558000.0,0.06
4062,Steve Carr,Paul Blart: Mall Cop,2009-01-15,26000000.0,183293131.0,7.05
4063,Alfred Hitchcock,Notorious,1946-08-15,2000000.0,24464742.0,12.23
4064,David S. Goyer,The Unborn,2009-01-09,16000000.0,76514050.0,4.78
4065,Howard McCain,Outlander,2008-04-24,50000000.0,7033683.0,0.14
4066,Abel Ferrara,Go Go Tales,2007-05-23,4000000.0,907456.0,0.23
4067,Toby Wilkins,The Grudge 3,2009-05-12,5000000.0,38610009.0,7.72
4068,Henry Selick,Coraline,2009-02-05,60000000.0,124596398.0,2.08
4069,Paul McGuigan,Push,2009-02-06,38000000.0,45465299.0,1.2
4070,Tom Tykwer,The International,2009-02-03,50000000.0,60161391.0,1.2
4071,James Gray,Two Lovers,2008-11-19,12000000.0,3148182.0,0.26
4072,Ken Kwapis,He's Just Not That Into You,2009-02-06,40000000.0,177259441.0,4.43
4073,Thor Freudenthal,Hotel for Dogs,2009-01-16,35000000.0,73034460.0,2.09
4074,Bruce Campbell,My Name Is Bruce,2007-10-01,1500000.0,173066.0,0.12
4075,Judd Apatow,Funny People,2009-07-31,75000000.0,61458982.0,0.82
4076,Andrzej Bartkowiak,Street Fighter: The Legend of Chun-Li,2009-02-27,50000000.0,12764201.0,0.26
4077,Sam Mendes,Away We Go,2009-06-05,17000000.0,14899417.0,0.88
4078,Paolo Sorrentino,Il Divo,2008-05-23,7275000.0,11260366.0,1.55
4079,Cédric Klapisch,Paris,2008-01-19,19000000.0,23550000.0,1.24
4080,Sean S. Cunningham,Friday the 13th,1980-05-09,550000.0,59754601.0,108.64
4081,Marcus Nispel,Friday the 13th,2009-02-11,19000000.0,91379051.0,4.81
4082,Gary Goldman,Rock-A-Doodle,1991-08-02,18000000.0,11657385.0,0.65
4083,Don Bluth,Rock-A-Doodle,1991-08-02,18000000.0,11657385.0,0.65
4084,Sam Raimi,The Quick and the Dead,1995-02-09,32000000.0,18552460.0,0.58
4085,George A. Romero,Day of the Dead,1985-07-19,3500000.0,34000000.0,9.71
4086,John Hamburg,"I Love You, Man",2009-03-20,41000000.0,91636986.0,2.24
4087,Tony Gilroy,Duplicity,2009-03-19,78146652.0,60000000.0,0.77
4088,Alex Proyas,Knowing,2009-03-19,50000000.0,155446362.0,3.11
4089,Tony Jaa,Ong Bak 2,2008-12-04,8500000.0,8936663.0,1.05
4090,Panna Rittikrai,Ong Bak 2,2008-12-04,8500000.0,8936663.0,1.05
4091,Niels Arden Oplev,The Girl with the Dragon Tattoo,2009-02-27,13000000.0,104345682.0,8.03
4092,David Fincher,The Girl with the Dragon Tattoo,2011-12-14,90000000.0,232617430.0,2.58
4093,Christine Jeffs,Sunshine Cleaning,2008-01-18,5000000.0,16174377.0,3.23
4094,Conrad Vernon,Monsters vs Aliens,2009-03-19,175000000.0,381509870.0,2.18
4095,Rob Letterman,Monsters vs Aliens,2009-03-19,175000000.0,381509870.0,2.18
4096,Rod Lurie,Nothing But the Truth,2008-12-19,11500000.0,186702.0,0.02
4097,Stephen Roberts,Star of Midnight,1935-04-19,280.0,831.0,2.97
4098,Greg Mottola,Adventureland,2009-04-03,9500000.0,17164377.0,1.81
4099,P.J. Hogan,Confessions of a Shopaholic,2009-02-05,40000000.0,108332743.0,2.71
4100,Mike Hodges,Flash Gordon,1980-09-01,35000000.0,27107960.0,0.77
4101,Justin Lin,Fast & Furious,2009-04-02,85000000.0,363164265.0,4.27
4102,Richard Curtis,The Boat That Rocked,2009-04-01,50000000.0,36348784.0,0.73
4103,Burr Steers,17 Again,2009-03-11,20000000.0,136267476.0,6.81
4104,Quentin Tarantino,Inglourious Basterds,2009-08-18,70000000.0,319131050.0,4.56
4105,Kevin Macdonald,State of Play,2009-04-17,60000000.0,87784194.0,1.46
4106,Brian Taylor,Crank: High Voltage,2009-04-16,20000000.0,34560577.0,1.73
4107,Mark Neveldine,Crank: High Voltage,2009-04-16,20000000.0,34560577.0,1.73
4108,Duncan Jones,Moon,2009-06-12,5000000.0,9760104.0,1.95
4109,Jean-Marc Vallée,The Young Victoria,2009-03-04,35000000.0,27409889.0,0.78
4110,Gregor Jordan,The Informers,2008-11-05,18000000.0,382174.0,0.02
4111,Gavin Hood,X-Men Origins: Wolverine,2009-04-28,150000000.0,373062864.0,2.49
4112,Steven Soderbergh,The Girlfriend Experience,2009-01-20,1700000.0,1007962.0,0.59
4113,J.J. Abrams,Star Trek,2009-05-06,150000000.0,385680446.0,2.57
4114,John Woo,Red Cliff Part II,2009-01-07,80000000.0,121059225.0,1.51
4115,Chris Fisher,S. Darko,2009-04-28,4000000.0,4100000.0,1.02
4116,Alastair Fothergill,Earth,2007-04-22,15000000.0,109000000.0,7.27
4117,Mark Linfield,Earth,2007-04-22,15000000.0,109000000.0,7.27
